SiteID,Date,Time,Date.Time,Water.Temp.C,Air.Temp.C,Water.BP.psi,Air.BP.psi,Water.Level.ft,Discrete.Water.Temp.C,Discrete.Air.Temp.C,Discrete.Water.Level.ft,Flag.Date.Time,Flag.Water.Temp.C,Flag.Air.Temp.C,Flag.Water.BP.psi,Flag.Air.BP.psi,Flag.Water.Level.ft,Flag.Discrete.Water.Temp.C,Flag.Discrete.Air.Temp.C,Flag.Discrete.Water.Level.ft,Month,Day,Year,Flag.Gross.Water.Temp.C,Flag.Spike.Water.Temp.C,Flag.RoC.Water.Temp.C,Flag.Flat.Water.Temp.C,Flag.Gross.Air.Temp.C,Flag.Spike.Air.Temp.C,Flag.RoC.Air.Temp.C,Flag.Flat.Air.Temp.C,Flag.Gross.Water.BP.psi,Flag.Spike.Water.BP.psi,Flag.RoC.Water.BP.psi,Flag.Flat.Water.BP.psi,Flag.Gross.Air.BP.psi,Flag.Spike.Air.BP.psi,Flag.RoC.Air.BP.psi,Flag.Flat.Air.BP.psi,Flag.Gross.Water.Level.ft,Flag.Spike.Water.Level.ft,Flag.RoC.Water.Level.ft,Flag.Flat.Water.Level.ft,Comment.MOD.Date.Time,RAW.Date.Time,Comment.MOD.Water.Temp.C,RAW.Water.Temp.C,Comment.MOD.Air.Temp.C,RAW.Air.Temp.C,Comment.MOD.Water.BP.psi,RAW.Water.BP.psi,Comment.MOD.Air.BP.psi,RAW.Air.BP.psi,Comment.MOD.Water.Level.ft,RAW.Water.Level.ft,Comment.MOD.Discrete.Water.Temp.C,RAW.Discrete.Water.Temp.C,Comment.MOD.Discrete.Air.Temp.C,RAW.Discrete.Air.Temp.C,Comment.MOD.Discrete.Water.Level.ft,RAW.Discrete.Water.Level.ft
ECO66G12,2013-07-08,18:00:00,2013-07-08 18:00:00,19.758,23.677,14.7408,14.2516,1.103,NA,NA,NA,,P,P,P,P,P,,,,7,8,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-07-08 18:00:00,,19.758,,23.677,,14.7408,,14.2516,,1.103,,NA,,NA,,NA
ECO66G12,2013-07-08,18:30:00,2013-07-08 18:30:00,19.758,23.292,14.7363,14.2471,1.103,NA,NA,NA,,P,P,P,P,P,,,,7,8,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-07-08 18:30:00,,19.758,,23.292,,14.7363,,14.2471,,1.103,,NA,,NA,,NA
ECO66G12,2013-07-08,19:00:00,2013-07-08 19:00:00,19.758,23.004,14.7339,14.25,1.091,NA,NA,NA,,P,P,P,P,P,,,,7,8,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-07-08 19:00:00,,19.758,,23.004,,14.7339,,14.25,,1.091,,NA,,NA,,NA
ECO66G12,2013-07-08,19:30:00,2013-07-08 19:30:00,19.662,23.004,14.7221,14.2478,1.069,NA,NA,NA,,P,P,P,P,P,,,,7,8,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-07-08 19:30:00,,19.662,,23.004,,14.7221,,14.2478,,1.069,,NA,,NA,,NA
ECO66G12,2013-07-08,20:00:00,2013-07-08 20:00:00,19.662,22.717,14.7267,14.2507,1.073,NA,NA,NA,,P,P,P,P,P,,,,7,8,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-07-08 20:00:00,,19.662,,22.717,,14.7267,,14.2507,,1.073,,NA,,NA,,NA
ECO66G12,2013-07-08,20:30:00,2013-07-08 20:30:00,19.662,22.429,14.7221,14.2536,1.055,NA,NA,NA,,P,P,P,P,P,,,,7,8,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-07-08 20:30:00,,19.662,,22.429,,14.7221,,14.2536,,1.055,,NA,,NA,,NA
ECO66G12,2013-07-08,21:00:00,2013-07-08 21:00:00,19.567,22.333,14.7218,14.2553,1.05,NA,NA,NA,,P,P,P,P,P,,,,7,8,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-07-08 21:00:00,,19.567,,22.333,,14.7218,,14.2553,,1.05,,NA,,NA,,NA
ECO66G12,2013-07-08,21:30:00,2013-07-08 21:30:00,19.567,22.142,14.7194,14.2588,1.037,NA,NA,NA,,P,P,P,P,P,,,,7,8,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-07-08 21:30:00,,19.567,,22.142,,14.7194,,14.2588,,1.037,,NA,,NA,,NA
ECO66G12,2013-07-08,22:00:00,2013-07-08 22:00:00,19.567,22.142,14.7218,14.2656,1.027,NA,NA,NA,,P,P,P,P,P,,,,7,8,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-07-08 22:00:00,,19.567,,22.142,,14.7218,,14.2656,,1.027,,NA,,NA,,NA
ECO66G12,2013-07-08,22:30:00,2013-07-08 22:30:00,19.472,21.951,14.7305,14.2736,1.028,NA,NA,NA,,P,P,P,P,P,,,,7,8,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-07-08 22:30:00,,19.472,,21.951,,14.7305,,14.2736,,1.028,,NA,,NA,,NA
ECO66G12,2013-07-08,23:00:00,2013-07-08 23:00:00,19.567,22.046,14.7561,14.2855,1.06,NA,NA,NA,,P,P,P,P,P,,,,7,8,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-07-08 23:00:00,,19.567,,22.046,,14.7561,,14.2855,,1.06,,NA,,NA,,NA
ECO66G12,2013-07-08,23:30:00,2013-07-08 23:30:00,19.758,22.046,14.8098,14.2765,1.205,NA,NA,NA,,P,P,P,P,P,,,,7,8,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-07-08 23:30:00,,19.758,,22.046,,14.8098,,14.2765,,1.205,,NA,,NA,,NA
ECO66G12,2013-07-09,00:00:00,2013-07-09 00:00:00,19.472,21.855,14.811,14.273,1.216,NA,NA,NA,,P,P,P,P,P,,,,7,9,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-07-09 00:00:00,,19.472,,21.855,,14.811,,14.273,,1.216,,NA,,NA,,NA
ECO66G12,2013-07-09,00:30:00,2013-07-09 00:30:00,19.377,21.664,14.8059,14.2788,1.191,NA,NA,NA,,P,P,P,P,P,,,,7,9,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-07-09 00:30:00,,19.377,,21.664,,14.8059,,14.2788,,1.191,,NA,,NA,,NA
ECO66G12,2013-07-09,01:00:00,2013-07-09 01:00:00,19.187,21.473,14.8166,14.2755,1.223,NA,NA,NA,,P,P,P,P,P,,,,7,9,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-07-09 01:00:00,,19.187,,21.473,,14.8166,,14.2755,,1.223,,NA,,NA,,NA
ECO66G12,2013-07-09,01:30:00,2013-07-09 01:30:00,19.187,21.378,14.8075,14.2727,1.208,NA,NA,NA,,P,P,P,P,P,,,,7,9,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-07-09 01:30:00,,19.187,,21.378,,14.8075,,14.2727,,1.208,,NA,,NA,,NA
ECO66G12,2013-07-09,02:00:00,2013-07-09 02:00:00,19.092,21.282,14.807,14.2745,1.203,NA,NA,NA,,P,P,P,P,P,,,,7,9,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-07-09 02:00:00,,19.092,,21.282,,14.807,,14.2745,,1.203,,NA,,NA,,NA
ECO66G12,2013-07-09,02:30:00,2013-07-09 02:30:00,19.092,21.091,14.8002,14.2756,1.185,NA,NA,NA,,P,P,P,P,P,,,,7,9,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-07-09 02:30:00,,19.092,,21.091,,14.8002,,14.2756,,1.185,,NA,,NA,,NA
ECO66G12,2013-07-09,03:00:00,2013-07-09 03:00:00,18.996,20.996,14.7975,14.275,1.18,NA,NA,NA,,P,P,P,P,P,,,,7,9,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-07-09 03:00:00,,18.996,,20.996,,14.7975,,14.275,,1.18,,NA,,NA,,NA
ECO66G12,2013-07-09,03:30:00,2013-07-09 03:30:00,18.996,20.996,14.7837,14.2706,1.158,NA,NA,NA,,P,P,P,P,P,,,,7,9,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-07-09 03:30:00,,18.996,,20.996,,14.7837,,14.2706,,1.158,,NA,,NA,,NA
ECO66G12,2013-07-09,04:00:00,2013-07-09 04:00:00,18.901,20.805,14.7857,14.2695,1.165,NA,NA,NA,,P,P,P,P,P,,,,7,9,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-07-09 04:00:00,,18.901,,20.805,,14.7857,,14.2695,,1.165,,NA,,NA,,NA
ECO66G12,2013-07-09,04:30:00,2013-07-09 04:30:00,18.901,20.805,14.7811,14.2717,1.15,NA,NA,NA,,P,P,P,P,P,,,,7,9,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-07-09 04:30:00,,18.901,,20.805,,14.7811,,14.2717,,1.15,,NA,,NA,,NA
ECO66G12,2013-07-09,05:00:00,2013-07-09 05:00:00,18.806,20.71,14.7785,14.269,1.15,NA,NA,NA,,P,P,P,P,P,,,,7,9,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-07-09 05:00:00,,18.806,,20.71,,14.7785,,14.269,,1.15,,NA,,NA,,NA
ECO66G12,2013-07-09,05:30:00,2013-07-09 05:30:00,18.806,20.615,14.783,14.2707,1.156,NA,NA,NA,,P,P,P,P,P,,,,7,9,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-07-09 05:30:00,,18.806,,20.615,,14.783,,14.2707,,1.156,,NA,,NA,,NA
ECO66G12,2013-07-09,06:00:00,2013-07-09 06:00:00,18.806,20.519,14.7715,14.2701,1.131,NA,NA,NA,,P,P,P,P,P,,,,7,9,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-07-09 06:00:00,,18.806,,20.519,,14.7715,,14.2701,,1.131,,NA,,NA,,NA
ECO66G12,2013-07-09,06:30:00,2013-07-09 06:30:00,18.711,20.424,14.7734,14.2719,1.131,NA,NA,NA,,P,P,P,P,P,,,,7,9,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-07-09 06:30:00,,18.711,,20.424,,14.7734,,14.2719,,1.131,,NA,,NA,,NA
ECO66G12,2013-07-09,07:00:00,2013-07-09 07:00:00,18.711,20.329,14.7689,14.2714,1.122,NA,NA,NA,,P,P,P,P,P,,,,7,9,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-07-09 07:00:00,,18.711,,20.329,,14.7689,,14.2714,,1.122,,NA,,NA,,NA
ECO66G12,2013-07-09,07:30:00,2013-07-09 07:30:00,18.711,20.234,14.7712,14.2732,1.123,NA,NA,NA,,P,P,P,P,P,,,,7,9,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-07-09 07:30:00,,18.711,,20.234,,14.7712,,14.2732,,1.123,,NA,,NA,,NA
ECO66G12,2013-07-09,08:00:00,2013-07-09 08:00:00,18.711,20.329,14.7712,14.2759,1.117,NA,NA,NA,,P,P,P,P,P,,,,7,9,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-07-09 08:00:00,,18.711,,20.329,,14.7712,,14.2759,,1.117,,NA,,NA,,NA
ECO66G12,2013-07-09,08:30:00,2013-07-09 08:30:00,18.711,20.424,14.7757,14.281,1.116,NA,NA,NA,,P,P,P,P,P,,,,7,9,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-07-09 08:30:00,,18.711,,20.424,,14.7757,,14.281,,1.116,,NA,,NA,,NA
ECO66G12,2013-07-09,09:00:00,2013-07-09 09:00:00,18.711,20.71,14.7734,14.2803,1.112,NA,NA,NA,,P,P,P,P,P,,,,7,9,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-07-09 09:00:00,,18.711,,20.71,,14.7734,,14.2803,,1.112,,NA,,NA,,NA
ECO66G12,2013-07-09,09:30:00,2013-07-09 09:30:00,18.711,20.996,14.7734,14.2842,1.103,NA,NA,NA,,P,P,P,P,P,,,,7,9,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-07-09 09:30:00,,18.711,,20.996,,14.7734,,14.2842,,1.103,,NA,,NA,,NA
ECO66G12,2013-07-09,10:00:00,2013-07-09 10:00:00,18.711,21.187,14.7689,14.2807,1.101,NA,NA,NA,,P,P,P,P,P,,,,7,9,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-07-09 10:00:00,,18.711,,21.187,,14.7689,,14.2807,,1.101,,NA,,NA,,NA
ECO66G12,2013-07-09,10:30:00,2013-07-09 10:30:00,18.806,21.664,14.7692,14.2811,1.1,NA,NA,NA,,P,P,P,P,P,,,,7,9,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-07-09 10:30:00,,18.806,,21.664,,14.7692,,14.2811,,1.1,,NA,,NA,,NA
ECO66G12,2013-07-09,11:00:00,2013-07-09 11:00:00,18.901,22.429,14.765,14.2809,1.091,NA,NA,NA,,P,P,P,P,P,,,,7,9,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-07-09 11:00:00,,18.901,,22.429,,14.765,,14.2809,,1.091,,NA,,NA,,NA
ECO66G12,2013-07-09,11:30:00,2013-07-09 11:30:00,18.996,22.908,14.7631,14.2813,1.086,NA,NA,NA,,P,P,P,P,P,,,,7,9,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-07-09 11:30:00,,18.996,,22.908,,14.7631,,14.2813,,1.086,,NA,,NA,,NA
ECO66G12,2013-07-09,12:00:00,2013-07-09 12:00:00,19.092,23.292,14.768,14.2835,1.092,NA,NA,NA,,P,P,P,P,P,,,,7,9,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-07-09 12:00:00,,19.092,,23.292,,14.768,,14.2835,,1.092,,NA,,NA,,NA
ECO66G12,2013-07-09,12:30:00,2013-07-09 12:30:00,19.187,23.484,14.757,14.28,1.075,NA,NA,NA,,P,P,P,P,P,,,,7,9,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-07-09 12:30:00,,19.187,,23.484,,14.757,,14.28,,1.075,,NA,,NA,,NA
ECO66G12,2013-07-09,13:00:00,2013-07-09 13:00:00,19.377,23.773,14.7577,14.2771,1.083,NA,NA,NA,,P,P,P,P,P,,,,7,9,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-07-09 13:00:00,,19.377,,23.773,,14.7577,,14.2771,,1.083,,NA,,NA,,NA
ECO66G12,2013-07-09,13:30:00,2013-07-09 13:30:00,19.567,24.062,14.747,14.2742,1.065,NA,NA,NA,,P,P,P,P,P,,,,7,9,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-07-09 13:30:00,,19.567,,24.062,,14.747,,14.2742,,1.065,,NA,,NA,,NA
ECO66G12,2013-07-09,14:00:00,2013-07-09 14:00:00,19.853,24.351,14.7435,14.2668,1.074,NA,NA,NA,,P,P,P,P,P,,,,7,9,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-07-09 14:00:00,,19.853,,24.351,,14.7435,,14.2668,,1.074,,NA,,NA,,NA
ECO66G12,2013-07-09,14:30:00,2013-07-09 14:30:00,20.043,24.545,14.7305,14.2633,1.052,NA,NA,NA,,P,P,P,P,P,,,,7,9,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-07-09 14:30:00,,20.043,,24.545,,14.7305,,14.2633,,1.052,,NA,,NA,,NA
ECO66G12,2013-07-09,15:00:00,2013-07-09 15:00:00,20.138,24.835,14.7263,14.2581,1.055,NA,NA,NA,,P,P,P,P,P,,,,7,9,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-07-09 15:00:00,,20.138,,24.835,,14.7263,,14.2581,,1.055,,NA,,NA,,NA
ECO66G12,2013-07-09,15:30:00,2013-07-09 15:30:00,20.424,25.222,14.7205,14.2513,1.057,NA,NA,NA,,P,P,P,P,P,,,,7,9,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-07-09 15:30:00,,20.424,,25.222,,14.7205,,14.2513,,1.057,,NA,,NA,,NA
ECO66G12,2013-07-09,16:00:00,2013-07-09 16:00:00,20.519,25.513,14.7141,14.2484,1.049,NA,NA,NA,,P,P,P,P,P,,,,7,9,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-07-09 16:00:00,,20.519,,25.513,,14.7141,,14.2484,,1.049,,NA,,NA,,NA
ECO66G12,2013-07-09,16:30:00,2013-07-09 16:30:00,20.519,25.416,14.7071,14.2433,1.045,NA,NA,NA,,P,P,P,P,P,,,,7,9,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-07-09 16:30:00,,20.519,,25.416,,14.7071,,14.2433,,1.045,,NA,,NA,,NA
ECO66G12,2013-07-09,17:00:00,2013-07-09 17:00:00,20.424,25.319,14.6975,14.2382,1.034,NA,NA,NA,,P,P,P,P,P,,,,7,9,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-07-09 17:00:00,,20.424,,25.319,,14.6975,,14.2382,,1.034,,NA,,NA,,NA
ECO66G12,2013-07-09,17:30:00,2013-07-09 17:30:00,20.424,24.931,14.6999,14.2359,1.045,NA,NA,NA,,P,P,P,P,P,,,,7,9,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-07-09 17:30:00,,20.424,,24.931,,14.6999,,14.2359,,1.045,,NA,,NA,,NA
ECO66G12,2013-07-09,18:00:00,2013-07-09 18:00:00,20.424,24.738,14.6929,14.2349,1.031,NA,NA,NA,,P,P,P,P,P,,,,7,9,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-07-09 18:00:00,,20.424,,24.738,,14.6929,,14.2349,,1.031,,NA,,NA,,NA
ECO66G12,2013-07-09,18:30:00,2013-07-09 18:30:00,20.329,24.448,14.6857,14.2355,1.013,NA,NA,NA,,P,P,P,P,P,,,,7,9,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-07-09 18:30:00,,20.329,,24.448,,14.6857,,14.2355,,1.013,,NA,,NA,,NA
ECO66G12,2013-07-09,19:00:00,2013-07-09 19:00:00,20.329,24.255,14.6835,14.2298,1.021,NA,NA,NA,,P,P,P,P,P,,,,7,9,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-07-09 19:00:00,,20.329,,24.255,,14.6835,,14.2298,,1.021,,NA,,NA,,NA
ECO66G12,2013-07-09,19:30:00,2013-07-09 19:30:00,20.234,23.869,14.6877,14.2368,1.015,NA,NA,NA,,P,P,P,P,P,,,,7,9,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-07-09 19:30:00,,20.234,,23.869,,14.6877,,14.2368,,1.015,,NA,,NA,,NA
ECO66G12,2013-07-09,20:00:00,2013-07-09 20:00:00,20.138,23.677,14.6781,14.2311,1.006,NA,NA,NA,,P,P,P,P,P,,,,7,9,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-07-09 20:00:00,,20.138,,23.677,,14.6781,,14.2311,,1.006,,NA,,NA,,NA
ECO66G12,2013-07-09,20:30:00,2013-07-09 20:30:00,20.138,23.388,14.6896,14.2408,1.01,NA,NA,NA,,P,P,P,P,P,,,,7,9,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-07-09 20:30:00,,20.138,,23.388,,14.6896,,14.2408,,1.01,,NA,,NA,,NA
ECO66G12,2013-07-09,21:00:00,2013-07-09 21:00:00,20.043,23.196,14.6891,14.242,1.006,NA,NA,NA,,P,P,P,P,P,,,,7,9,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-07-09 21:00:00,,20.043,,23.196,,14.6891,,14.242,,1.006,,NA,,NA,,NA
ECO66G12,2013-07-09,21:30:00,2013-07-09 21:30:00,20.043,23.004,14.6891,14.2455,0.998,NA,NA,NA,,P,P,P,P,P,,,,7,9,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-07-09 21:30:00,,20.043,,23.004,,14.6891,,14.2455,,0.998,,NA,,NA,,NA
ECO66G12,2013-07-09,22:00:00,2013-07-09 22:00:00,19.948,22.812,14.6865,14.2421,1,NA,NA,NA,,P,P,P,P,P,,,,7,9,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-07-09 22:00:00,,19.948,,22.812,,14.6865,,14.2421,,1,,NA,,NA,,NA
ECO66G12,2013-07-09,22:30:00,2013-07-09 22:30:00,19.853,22.621,14.6838,14.2411,0.996,NA,NA,NA,,P,P,P,P,P,,,,7,9,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-07-09 22:30:00,,19.853,,22.621,,14.6838,,14.2411,,0.996,,NA,,NA,,NA
ECO66G12,2013-07-09,23:00:00,2013-07-09 23:00:00,19.853,22.429,14.6814,14.24,0.993,NA,NA,NA,,P,P,P,P,P,,,,7,9,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-07-09 23:00:00,,19.853,,22.429,,14.6814,,14.24,,0.993,,NA,,NA,,NA
ECO66G12,2013-07-09,23:30:00,2013-07-09 23:30:00,19.758,22.238,14.6788,14.2434,0.979,NA,NA,NA,,P,P,P,P,P,,,,7,9,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-07-09 23:30:00,,19.758,,22.238,,14.6788,,14.2434,,0.979,,NA,,NA,,NA
ECO66G12,2013-07-10,00:00:00,2013-07-10 00:00:00,19.758,22.046,14.6858,14.2469,0.987,NA,NA,NA,,P,P,P,P,P,,,,7,10,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-07-10 00:00:00,,19.758,,22.046,,14.6858,,14.2469,,0.987,,NA,,NA,,NA
ECO66G12,2013-07-10,00:30:00,2013-07-10 00:30:00,19.758,21.855,14.6858,14.2504,0.979,NA,NA,NA,,P,P,P,P,P,,,,7,10,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-07-10 00:30:00,,19.758,,21.855,,14.6858,,14.2504,,0.979,,NA,,NA,,NA
ECO66G12,2013-07-10,01:00:00,2013-07-10 01:00:00,19.662,21.855,14.6807,14.2436,0.983,NA,NA,NA,,P,P,P,P,P,,,,7,10,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-07-10 01:00:00,,19.662,,21.855,,14.6807,,14.2436,,0.983,,NA,,NA,,NA
ECO66G12,2013-07-10,01:30:00,2013-07-10 01:30:00,19.662,21.855,14.6784,14.2459,0.972,NA,NA,NA,,P,P,P,P,P,,,,7,10,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-07-10 01:30:00,,19.662,,21.855,,14.6784,,14.2459,,0.972,,NA,,NA,,NA
ECO66G12,2013-07-10,02:00:00,2013-07-10 02:00:00,19.567,21.664,14.6781,14.2471,0.969,NA,NA,NA,,P,P,P,P,P,,,,7,10,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-07-10 02:00:00,,19.567,,21.664,,14.6781,,14.2471,,0.969,,NA,,NA,,NA
ECO66G12,2013-07-10,02:30:00,2013-07-10 02:30:00,19.567,21.569,14.6667,14.2352,0.97,NA,NA,NA,,P,P,P,P,P,,,,7,10,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-07-10 02:30:00,,19.567,,21.569,,14.6667,,14.2352,,0.97,,NA,,NA,,NA
ECO66G12,2013-07-10,03:00:00,2013-07-10 03:00:00,19.567,21.473,14.669,14.2369,0.971,NA,NA,NA,,P,P,P,P,P,,,,7,10,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-07-10 03:00:00,,19.567,,21.473,,14.669,,14.2369,,0.971,,NA,,NA,,NA
ECO66G12,2013-07-10,03:30:00,2013-07-10 03:30:00,19.472,21.282,14.6594,14.2268,0.972,NA,NA,NA,,P,P,P,P,P,,,,7,10,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-07-10 03:30:00,,19.472,,21.282,,14.6594,,14.2268,,0.972,,NA,,NA,,NA
ECO66G12,2013-07-10,04:00:00,2013-07-10 04:00:00,19.472,21.091,14.6571,14.2302,0.959,NA,NA,NA,,P,P,P,P,P,,,,7,10,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-07-10 04:00:00,,19.472,,21.091,,14.6571,,14.2302,,0.959,,NA,,NA,,NA
ECO66G12,2013-07-10,04:30:00,2013-07-10 04:30:00,19.472,20.901,14.6617,14.2314,0.967,NA,NA,NA,,P,P,P,P,P,,,,7,10,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-07-10 04:30:00,,19.472,,20.901,,14.6617,,14.2314,,0.967,,NA,,NA,,NA
ECO66G12,2013-07-10,05:00:00,2013-07-10 05:00:00,19.377,20.805,14.6566,14.2308,0.957,NA,NA,NA,,P,P,P,P,P,,,,7,10,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-07-10 05:00:00,,19.377,,20.805,,14.6566,,14.2308,,0.957,,NA,,NA,,NA
ECO66G12,2013-07-10,05:30:00,2013-07-10 05:30:00,19.377,20.615,14.6566,14.2321,0.954,NA,NA,NA,,P,P,P,P,P,,,,7,10,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-07-10 05:30:00,,19.377,,20.615,,14.6566,,14.2321,,0.954,,NA,,NA,,NA
ECO66G12,2013-07-10,06:00:00,2013-07-10 06:00:00,19.377,20.519,14.6613,14.2339,0.96,NA,NA,NA,,P,P,P,P,P,,,,7,10,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-07-10 06:00:00,,19.377,,20.519,,14.6613,,14.2339,,0.96,,NA,,NA,,NA
